PART	ANALITO	RESP	S1_NOME_SA	S2_NOME_SA
3869	Bilirrubina.	0 mg/dL	Biocon 10	Leitura visual
3869	Corpos Cet獼icos.	15 mg/dL	Biocon 10	Leitura visual
3869	Glicose.	500 mg/dL	Biocon 10	Leitura visual
3869	Hemoglobina Hemolisada.	10 Ery/無	Biocon 10	Leitura visual
3869	Leucocitos.	0 leu/無	Biocon 10	Leitura visual
3869	Nitrito.	0,2 mg/dL	Biocon 10	Leitura visual
3869	Prote璯as.	100 mg/dL	Biocon 10	Leitura visual
3869	Urobilinog瘽io.	2 mg/dL	Biocon 10	Leitura visual
3876	Bilirrubina.	3 mg/dL	Uriclin 10	Leitura visual
3876	Corpos Cet獼icos.	80 mg/dL	Uriclin 10	Leitura visual
3876	Glicose.	500 mg/dL	Uriclin 10	Leitura visual
3876	Hemoglobina Hemolisada.	80 Ery/無	Uriclin 10	Leitura visual
3876	Leucocitos.	0 leu/無	Uriclin 10	Leitura visual
3876	Nitrito.	0,2 mg/dL	Uriclin 10	Leitura visual
3876	Prote璯as.	30 mg/dL	Uriclin 10	Leitura visual
3876	Urobilinog瘽io.	8 mg/dL	Uriclin 10	Leitura visual
3885	Bilirrubina.	3 mg/dL	Urivida	Leitura visual
3885	Corpos Cet獼icos.	80 mg/dL	Urivida	Leitura visual
3885	Glicose.	500 mg/dL	Urivida	Leitura visual
3885	Hemoglobina Hemolisada.	250 Ery/無	Urivida	Leitura visual
3885	Leucocitos.	0 leu/無	Urivida	Leitura visual
3885	Nitrito.	0,2 mg/dL	Urivida	Leitura visual
3885	Prote璯as.	100 mg/dL	Urivida	Leitura visual
3885	Urobilinog瘽io.	4 mg/dL	Urivida	Leitura visual
3887	Bilirrubina.	3,0 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
3887	Corpos Cet獼icos.	20 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
3887	Glicose.	500 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
3887	Hemoglobina Hemolisada.	125 Ery/無	iChem Velocity Ref.800-7204	iChem Velocity
3887	Leucocitos.	75 leu/無	iChem Velocity Ref.800-7204	iChem Velocity
3887	Nitrito.	0,2 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
3887	Prote璯as.	300 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
3887	Urobilinog瘽io.	8,0 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
3888	Bilirrubina.	2 mg/dL	Uriquest Plus I	Leitura visual
3888	Corpos Cet獼icos.	40 mg/dL	Uriquest Plus I	Leitura visual
3888	Glicose.	1000 mg/dL	Uriquest Plus I	Leitura visual
3888	Hemoglobina Hemolisada.	300 Ery/無	Uriquest Plus I	Leitura visual
3888	Leucocitos.	25 leu/無	Uriquest Plus I	Leitura visual
3888	Nitrito.	0,2 mg/dL	Uriquest Plus I	Leitura visual
3888	Prote璯as.	100 mg/dL	Uriquest Plus I	Leitura visual
3888	Urobilinog瘽io.	12 mg/dL	Uriquest Plus I	Leitura visual
3889	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
3889	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
3889	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
3889	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
3889	Leucocitos.	500 leu/無	Uricolor Check	Leitura visual
3889	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
3889	Prote璯as.	1000 mg/dL	Uricolor Check	Leitura visual
3889	Urobilinog瘽io.	12 mg/dL	Uricolor Check	Leitura visual
3894	Bilirrubina.	2 mg/dL	Urigold	Leitura visual
3894	Corpos Cet獼icos.	80 mg/dL	Urigold	Leitura visual
3894	Glicose.	500 mg/dL	Urigold	Leitura visual
3894	Hemoglobina Hemolisada.	250 Ery/無	Urigold	Leitura visual
3894	Leucocitos.	25 leu/無	Urigold	Leitura visual
3894	Nitrito.	0,2 mg/dL	Urigold	Leitura visual
3894	Prote璯as.	300 mg/dL	Urigold	Leitura visual
3894	Urobilinog瘽io.	2 mg/dL	Urigold	Leitura visual
3916	Bilirrubina.	3 mg/dL	Uriquest Plus I	Leitura visual
3916	Corpos Cet獼icos.	80 mg/dL	Uriquest Plus I	Leitura visual
3916	Glicose.	1000 mg/dL	Uriquest Plus I	Leitura visual
3916	Hemoglobina Hemolisada.	300 Ery/無	Uriquest Plus I	Leitura visual
3916	Leucocitos.	0 leu/無	Uriquest Plus I	Leitura visual
3916	Nitrito.	0,2 mg/dL	Uriquest Plus I	Leitura visual
3916	Prote璯as.	500 mg/dL	Uriquest Plus I	Leitura visual
3916	Urobilinog瘽io.	12 mg/dL	Uriquest Plus I	Leitura visual
3923	Bilirrubina.	6 mg/dL	Dirui H10	FUS 2000
3923	Corpos Cet獼icos.	80 mg/dL	Dirui H10	FUS 2000
3923	Glicose.	500 mg/dL	Dirui H10	FUS 2000
3923	Hemoglobina Hemolisada.	200 Ery/無	Dirui H10	FUS 2000
3923	Leucocitos.	125 leu/無	Dirui H10	FUS 2000
3923	Nitrito.	0,2 mg/dL	Dirui H10	FUS 2000
3923	Prote璯as.	100 mg/dL	Dirui H10	FUS 2000
3923	Urobilinog瘽io.	2 mg/dL	Dirui H10	FUS 2000
3925	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
3925	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
3925	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
3925	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
3925	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
3925	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
3925	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
3925	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
3928	Bilirrubina.	2 mg/dL	Uricolor Check	Leitura visual
3928	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
3928	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
3928	Hemoglobina Hemolisada.	125 Ery/無	Uricolor Check	Leitura visual
3928	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
3928	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
3928	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
3928	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
3946	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
3946	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
3946	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
3946	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
3946	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
3946	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
3946	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
3946	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
3953	Bilirrubina.	3 mg/dL	Urivida	Urivida 200
3953	Corpos Cet獼icos.	40 mg/dL	Urivida	Urivida 200
3953	Glicose.	500 mg/dL	Urivida	Urivida 200
3953	Hemoglobina Hemolisada.	250 Ery/無	Urivida	Urivida 200
3953	Leucocitos.	0 leu/無	Urivida	Urivida 200
3953	Nitrito.	0,2 mg/dL	Urivida	Urivida 200
3953	Prote璯as.	100 mg/dL	Urivida	Urivida 200
3953	Urobilinog瘽io.	8 mg/dL	Urivida	Urivida 200
3957	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1100/ Urilux S
3957	Corpos Cet獼icos.	50 mg/dL	Combur 10M	Urisys 1100/ Urilux S
3957	Glicose.	1000 mg/dL	Combur 10M	Urisys 1100/ Urilux S
3957	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1100/ Urilux S
3957	Leucocitos.	100 leu/無	Combur 10M	Urisys 1100/ Urilux S
3957	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1100/ Urilux S
3957	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1100/ Urilux S
3957	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1100/ Urilux S
3974	Bilirrubina.	0 mg/dL	Uricolor Check	Uriclin 101
3974	Glicose.	100 mg/dL	Uricolor Check	Uriclin 101
3974	Hemoglobina Hemolisada.	125 Ery/無	Uricolor Check	Uriclin 101
3974	Leucocitos.	0 leu/無	Uricolor Check	Uriclin 101
3974	Nitrito.	0,2 mg/dL	Uricolor Check	Uriclin 101
3974	Prote璯as.	100 mg/dL	Uricolor Check	Uriclin 101
3974	Urobilinog瘽io.	4,0 mg/dL	Uricolor Check	Uriclin 101
3984	Bilirrubina.	1,0 mg/dL	Labstrip U11 Plus GL	Labumat 2
3984	Corpos Cet獼icos.	50 mg/dL	Labstrip U11 Plus GL	Labumat 2
3984	Glicose.	500 mg/dL	Labstrip U11 Plus GL	Labumat 2
3984	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Labumat 2
3984	Leucocitos.	500 leu/無	Labstrip U11 Plus GL	Labumat 2
3984	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
3984	Prote璯as.	500 mg/dL	Labstrip U11 Plus GL	Labumat 2
3984	Urobilinog瘽io.	2 mg/dL	Labstrip U11 Plus GL	Labumat 2
4005	Bilirrubina.	3 mg/dL	Urofita 10DLU	Leitura visual
4005	Corpos Cet獼icos.	15 mg/dL	Urofita 10DLU	Leitura visual
4005	Glicose.	500 mg/dL	Urofita 10DLU	Leitura visual
4005	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Leitura visual
4005	Leucocitos.	25 leu/無	Urofita 10DLU	Leitura visual
4005	Nitrito.	0,2 mg/dL	Urofita 10DLU	Leitura visual
4005	Prote璯as.	100 mg/dL	Urofita 10DLU	Leitura visual
4005	Urobilinog瘽io.	8 mg/dL	Urofita 10DLU	Leitura visual
4011	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
4011	Corpos Cet獼icos.	80 mg/dL	Urofita 10DL	Leitura visual
4011	Glicose.	1000 mg/dL	Urofita 10DL	Leitura visual
4011	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
4011	Leucocitos.	25 leu/無	Urofita 10DL	Leitura visual
4011	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
4011	Prote璯as.	500 mg/dL	Urofita 10DL	Leitura visual
4011	Urobilinog瘽io.	12 mg/dL	Urofita 10DL	Leitura visual
4015	Bilirrubina.	0 mg/dL	Uriquest Plus I	Leitura visual
4015	Corpos Cet獼icos.	40 mg/dL	Uriquest Plus I	Leitura visual
4015	Glicose.	1000 mg/dL	Uriquest Plus I	Leitura visual
4015	Hemoglobina Hemolisada.	300 Ery/無	Uriquest Plus I	Leitura visual
4015	Leucocitos.	0 leu/無	Uriquest Plus I	Leitura visual
4015	Nitrito.	0,2 mg/dL	Uriquest Plus I	Leitura visual
4015	Prote璯as.	100 mg/dL	Uriquest Plus I	Leitura visual
4015	Urobilinog瘽io.	12 mg/dL	Uriquest Plus I	Leitura visual
4017	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
4017	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
4017	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
4017	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
4017	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
4017	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
4017	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
4017	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
4062	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
4062	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
4062	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
4062	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
4062	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
4062	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
4062	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
4062	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
4078	Bilirrubina.	3,0 mg/dL	Uriscan 11	Uriscan PRO / S300
4078	Corpos Cet獼icos.	50 mg/dL	Uriscan 11	Uriscan PRO / S300
4078	Glicose.	2000 mg/dL	Uriscan 11	Uriscan PRO / S300
4078	Hemoglobina Hemolisada.	250 Ery/無	Uriscan 11	Uriscan PRO / S300
4078	Leucocitos.	0 leu/無	Uriscan 11	Uriscan PRO / S300
4078	Nitrito.	0,2 mg/dL	Uriscan 11	Uriscan PRO / S300
4078	Prote璯as.	300 mg/dL	Uriscan 11	Uriscan PRO / S300
4078	Urobilinog瘽io.	12 mg/dL	Uriscan 11	Uriscan PRO / S300
4112	Glicose.	250 mg/dL	BioT嶰nica	Leitura visual
4112	Leucocitos.	0 leu/無	BioT嶰nica	Leitura visual
4123	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
4123	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
4123	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
4123	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
4123	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
4123	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
4123	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
4123	Urobilinog瘽io.	8 mg/dL	Uricolor Check	Leitura visual
4148	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
4148	Corpos Cet獼icos.	80 mg/dL	Urofita 10DL	Leitura visual
4148	Glicose.	1000 mg/dL	Urofita 10DL	Leitura visual
4148	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
4148	Leucocitos.	0 leu/無	Urofita 10DL	Leitura visual
4148	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
4148	Prote璯as.	500 mg/dL	Urofita 10DL	Leitura visual
4148	Urobilinog瘽io.	12 mg/dL	Urofita 10DL	Leitura visual
4149	Bilirrubina.	1 mg/dL	Uriquest Plus I	Leitura visual
4149	Corpos Cet獼icos.	15 mg/dL	Uriquest Plus I	Leitura visual
4149	Glicose.	1000 mg/dL	Uriquest Plus I	Leitura visual
4149	Hemoglobina Hemolisada.	300 Ery/無	Uriquest Plus I	Leitura visual
4149	Prote璯as.	100 mg/dL	Uriquest Plus I	Leitura visual
4149	Urobilinog瘽io.	12 mg/dL	Uriquest Plus I	Leitura visual
4181	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
4181	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
4181	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
4181	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
4181	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
4181	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
4181	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
4181	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
4196	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
4196	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
4196	Hemoglobina Hemolisada.	125 Ery/無	Uricolor Check	Leitura visual
4196	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
4196	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
4199	Bilirrubina.	3 mg/dL	Urigold	Leitura visual
4199	Corpos Cet獼icos.	80 mg/dL	Urigold	Leitura visual
4199	Glicose.	250 mg/dL	Urigold	Leitura visual
4199	Hemoglobina Hemolisada.	250 Ery/無	Urigold	Leitura visual
4199	Leucocitos.	25 leu/無	Urigold	Leitura visual
4199	Nitrito.	0,2 mg/dL	Urigold	Leitura visual
4199	Prote璯as.	300 mg/dL	Urigold	Leitura visual
4199	Urobilinog瘽io.	2 mg/dL	Urigold	Leitura visual
4255	Bilirrubina.	4,0 mg/dL	BioT嶰nica	Leitura visual
4255	Corpos Cet獼icos.	0 mg/dL	BioT嶰nica	Leitura visual
4255	Glicose.	0 mg/dL	BioT嶰nica	Leitura visual
4255	Hemoglobina Hemolisada.	250 Ery/無	BioT嶰nica	Leitura visual
4255	Leucocitos.	15 leu/無	BioT嶰nica	Leitura visual
4255	Nitrito.	0,1 mg/dL	BioT嶰nica	Leitura visual
4255	Prote璯as.	300 mg/dL	BioT嶰nica	Leitura visual
4255	Urobilinog瘽io.	12 mg/dL	BioT嶰nica	Leitura visual
4256	Bilirrubina.	3 mg/dL	Multistix 10SG	Clinitek Advantus
4256	Corpos Cet獼icos.	80 mg/dL	Multistix 10SG	Clinitek Advantus
4256	Glicose.	100 mg/dL	Multistix 10SG	Clinitek Advantus
4256	Hemoglobina Hemolisada.	250 Ery/無	Multistix 10SG	Clinitek Advantus
4256	Leucocitos.	15 leu/無	Multistix 10SG	Clinitek Advantus
4256	Nitrito.	0,2 mg/dL	Multistix 10SG	Clinitek Advantus
4256	Prote璯as.	300 mg/dL	Multistix 10SG	Clinitek Advantus
4256	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Clinitek Advantus
4259	Bilirrubina.	0 mg/dL	Invistrip 10	Leitura visual
4259	Hemoglobina Hemolisada.	250 Ery/無	Invistrip 10	Leitura visual
4259	Nitrito.	0,2 mg/dL	Invistrip 10	Leitura visual
4263	Bilirrubina.	6,0 mg/dL	Labstrip U11 Plus GL	Labumat 2
4263	Corpos Cet獼icos.	50 mg/dL	Labstrip U11 Plus GL	Labumat 2
4263	Glicose.	1000 mg/dL	Labstrip U11 Plus GL	Labumat 2
4263	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Labumat 2
4263	Leucocitos.	75 leu/無	Labstrip U11 Plus GL	Labumat 2
4263	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
4263	Prote璯as.	100 mg/dL	Labstrip U11 Plus GL	Labumat 2
4263	Urobilinog瘽io.	2 mg/dL	Labstrip U11 Plus GL	Labumat 2
4281	Bilirrubina.	3 mg/dL	Multistix 10SG	Clinitek Advantus
4281	Corpos Cet獼icos.	40 mg/dL	Multistix 10SG	Clinitek Advantus
4281	Glicose.	1000 mg/dL	Multistix 10SG	Clinitek Advantus
4281	Hemoglobina Hemolisada.	250 Ery/無	Multistix 10SG	Clinitek Advantus
4281	Leucocitos.	15 leu/無	Multistix 10SG	Clinitek Advantus
4281	Nitrito.	0,2 mg/dL	Multistix 10SG	Clinitek Advantus
4281	Prote璯as.	100 mg/dL	Multistix 10SG	Clinitek Advantus
4281	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Clinitek Advantus
4289	Bilirrubina.	3 mg/dL	Uricolor Check	Urivision 720
4289	Corpos Cet獼icos.	15 mg/dL	Uricolor Check	Urivision 720
4289	Glicose.	500 mg/dL	Uricolor Check	Urivision 720
4289	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Urivision 720
4289	Leucocitos.	15 leu/無	Uricolor Check	Urivision 720
4289	Nitrito.	0,2 mg/dL	Uricolor Check	Urivision 720
4289	Prote璯as.	100 mg/dL	Uricolor Check	Urivision 720
4289	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Urivision 720
4321	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
4321	Leucocitos.	25 leu/無	Urofita 10DL	Leitura visual
4321	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
4321	Prote璯as.	500 mg/dL	Urofita 10DL	Leitura visual
4321	Urobilinog瘽io.	4 mg/dL	Urofita 10DL	Leitura visual
4328	Bilirrubina.	1 mg/dL	Uricolor Check	Leitura visual
4328	Corpos Cet獼icos.	15 mg/dL	Uricolor Check	Leitura visual
4328	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
4328	Hemoglobina Hemolisada.	0 Ery/無	Uricolor Check	Leitura visual
4328	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
4328	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
4328	Prote璯as.	30 mg/dL	Uricolor Check	Leitura visual
4328	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
4398	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
4398	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
4398	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
4398	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
4398	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
4398	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
4398	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
4398	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
4430	Hemoglobina Hemolisada.	250 Ery/無	GT-Strips	Leitura visual
4430	Leucocitos.	0 leu/無	GT-Strips	Leitura visual
4430	Nitrito.	0,2 mg/dL	GT-Strips	Leitura visual
4443	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
4443	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
4443	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
4443	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
4443	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
4443	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
4443	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
4443	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
4447	Bilirrubina.	0 mg/dL	Uricolor Check	Leitura visual
4447	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
4447	Glicose.	100 mg/dL	Uricolor Check	Leitura visual
4447	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
4447	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
4447	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
4447	Prote璯as.	30 mg/dL	Uricolor Check	Leitura visual
4447	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
4451	Bilirrubina.	0 mg/dL	Dirui H10	FUS 2000
4451	Corpos Cet獼icos.	0 mg/dL	Dirui H10	FUS 2000
4451	Glicose.	250 mg/dL	Dirui H10	FUS 2000
4451	Hemoglobina Hemolisada.	200 Ery/無	Dirui H10	FUS 2000
4451	Leucocitos.	0 leu/無	Dirui H10	FUS 2000
4451	Nitrito.	0,2 mg/dL	Dirui H10	FUS 2000
4451	Prote璯as.	30 mg/dL	Dirui H10	FUS 2000
4451	Urobilinog瘽io.	0,2 mg/dL	Dirui H10	FUS 2000
4466	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
4466	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
4466	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
4466	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
4466	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
4466	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
4466	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
4466	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
4480	Bilirrubina.	3 mg/dL	Uriclin 10	Leitura visual
4480	Corpos Cet獼icos.	80 mg/dL	Uriclin 10	Leitura visual
4480	Glicose.	500 mg/dL	Uriclin 10	Leitura visual
4480	Hemoglobina Hemolisada.	200 Ery/無	Uriclin 10	Leitura visual
4480	Leucocitos.	15 leu/無	Uriclin 10	Leitura visual
4480	Nitrito.	0,2 mg/dL	Uriclin 10	Leitura visual
4480	Prote璯as.	300 mg/dL	Uriclin 10	Leitura visual
4480	Urobilinog瘽io.	8 mg/dL	Uriclin 10	Leitura visual
4490	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
4490	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
4490	Glicose.	100 mg/dL	Uricolor Check	Leitura visual
4490	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
4490	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
4490	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
4490	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
4490	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
4496	Bilirrubina.	3 mg/dL	Bio 10	Leitura visual
4496	Corpos Cet獼icos.	40 mg/dL	Bio 10	Leitura visual
4496	Glicose.	2000 mg/dL	Bio 10	Leitura visual
4496	Hemoglobina Hemolisada.	80 Ery/無	Bio 10	Leitura visual
4496	Leucocitos.	70 leu/無	Bio 10	Leitura visual
4496	Nitrito.	0,2 mg/dL	Bio 10	Leitura visual
4496	Prote璯as.	30 mg/dL	Bio 10	Leitura visual
4496	Urobilinog瘽io.	2 mg/dL	Bio 10	Leitura visual
4502	Bilirrubina.	6,0 mg/dL	Cobas u pack	Cobas u 601
4502	Corpos Cet獼icos.	150 mg/dL	Cobas u pack	Cobas u 601
4502	Glicose.	1000 mg/dL	Cobas u pack	Cobas u 601
4502	Hemoglobina Hemolisada.	25 Ery/無	Cobas u pack	Cobas u 601
4502	Leucocitos.	0 leu/無	Cobas u pack	Cobas u 601
4502	Nitrito.	0,2 mg/dL	Cobas u pack	Cobas u 601
4502	Prote璯as.	500 mg/dL	Cobas u pack	Cobas u 601
4502	Urobilinog瘽io.	0,2 mg/dL	Cobas u pack	Cobas u 601
4506	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
4506	Corpos Cet獼icos.	40 mg/dL	Urofita 10DL	Leitura visual
4506	Glicose.	500 mg/dL	Urofita 10DL	Leitura visual
4506	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
4506	Leucocitos.	25 leu/無	Urofita 10DL	Leitura visual
4506	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
4506	Prote璯as.	100 mg/dL	Urofita 10DL	Leitura visual
4506	Urobilinog瘽io.	8 mg/dL	Urofita 10DL	Leitura visual
4507	Bilirrubina.	3 mg/dL	Urigold	Leitura visual
4507	Corpos Cet獼icos.	40 mg/dL	Urigold	Leitura visual
4507	Glicose.	500 mg/dL	Urigold	Leitura visual
4507	Hemoglobina Hemolisada.	250 Ery/無	Urigold	Leitura visual
4507	Leucocitos.	15 leu/無	Urigold	Leitura visual
4507	Nitrito.	0,2 mg/dL	Urigold	Leitura visual
4507	Prote璯as.	300 mg/dL	Urigold	Leitura visual
4507	Urobilinog瘽io.	0,2 mg/dL	Urigold	Leitura visual
4518	Bilirrubina.	3 mg/dL	Uricolor Check	Urivision
4518	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Urivision
4518	Glicose.	100 mg/dL	Uricolor Check	Urivision
4518	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Urivision
4518	Leucocitos.	0 leu/無	Uricolor Check	Urivision
4518	Nitrito.	0,2 mg/dL	Uricolor Check	Urivision
4518	Prote璯as.	100 mg/dL	Uricolor Check	Urivision
4518	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Urivision
4545	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
4545	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
4545	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
